code,field1,field2,field3,field4,field5,field6,field7
2038,22.7,40.6,3.075,2370,-78,9,1
2039,22.7,40.9,3.071,2371,-77,9,2
2040,22.7,40.6,3.075,2372,-81,9,2
2041,22.7,40.5,3.075,2373,-62,10,2
2042,22.7,40.7,3.075,2374,-63,7,2
2043,22.7,40.4,3.075,2375,-74,9,1
2044,22.7,39.7,3.075,2376,-83,9,2
2045,22.7,40.4,3.075,2377,-77,9,2
2046,22.7,40.6,3.075,2378,-65,9,3
2047,22.7,40.7,3.071,2379,-79,8,3
2048,22.7,40.6,3.075,2380,-78,8,2
2049,22.7,40.2,3.075,2381,-66,9,2
2050,22.8,40.6,3.075,2382,-76,9,2
2051,22.8,40.7,3.075,2383,-63,9,3
2052,22.7,40.8,3.071,2384,-63,9,3
2053,22.8,40.8,3.071,2385,-66,9,2
2054,22.7,40.8,3.075,2386,-76,9,3
2055,22.7,40.9,3.075,2387,-66,9,2
2056,22.7,40.9,3.075,2388,-75,9,1
2057,22.8,40.9,3.075,2389,-77,8,3
2058,22.7,40.8,3.075,2390,-80,9,2
2059,22.7,40.9,3.075,2391,-67,9,3
2060,22.8,40.9,3.071,2392,-66,9,2
2061,22.7,40.9,3.075,2393,-75,9,2
2062,22.8,40.9,3.075,2394,-77,8,3
2063,22.7,40.9,3.075,2395,-80,8,2
2064,22.8,40.9,3.071,2396,-80,9,3
2065,22.8,40.9,3.071,2397,-82,10,2
2066,22.7,40.9,3.075,2398,-73,9,2
2067,22.7,40.9,3.075,2399,-74,9,2
2068,22.7,40.9,3.075,2400,-80,10,2
2069,22.7,40.9,3.075,2401,-63,10,3
2070,22.7,40.9,3.075,2402,-66,9,2
2071,22.7,40.9,3.071,2403,-63,9,1
2072,22.7,40.9,3.075,2404,-75,8,2
2073,22.7,40.9,3.075,2405,-75,9,2
2074,22.7,40.9,3.075,2406,-63,10,3
2075,22.7,40.8,3.075,2407,-77,9,2
2076,22.7,40.8,3.075,2408,-73,10,1
2077,22.7,40.8,3.075,2409,-82,7,2
2078,22.7,40.8,3.075,2410,-73,9,2
2079,22.7,40.7,3.075,2411,-82,7,2
2080,22.7,40.7,3.075,2412,-63,10,2
2081,22.7,40.7,3.075,2413,-73,8,1
2082,22.7,40.7,3.075,2414,-78,9,2
2083,22.7,40.7,3.075,2415,-77,9,1
2084,22.7,40.7,3.075,2416,-67,9,2
2085,22.7,40.7,3.075,2417,-75,9,2
2086,22.8,40.7,3.075,2418,-76,9,2
2087,22.7,40.7,3.075,2419,-68,9,3
2088,22.8,40.5,3.075,2420,-76,9,2
2089,22.7,39.1,3.075,2421,-63,10,3
2090,22.7,38.6,3.071,2422,-62,10,3
2091,22.7,38.6,3.075,2423,-78,9,2
2092,22.7,36.9,3.075,2424,-62,9,2
2093,22.7,36.7,3.075,2425,-62,10,2
2094,22.6,36.7,3.075,2426,-66,9,3
2095,22.7,37.3,3.075,2427,-61,10,3
2096,22.7,37.1,3.071,2428,-62,9,2
2097,22.7,37.1,3.075,2429,-65,10,3
2098,22.6,36.1,3.075,2430,-83,9,2
2099,22.6,36.2,3.071,2431,-83,8,3
2100,22.7,36.3,3.075,2432,-81,9,2
2101,22.7,35.9,3.075,2433,-77,8,2
2102,22.6,36.6,3.075,2434,-61,9,3
2103,22.7,36.4,3.075,2435,-83,9,2
2104,22.7,35.6,3.075,2436,-67,9,3
2105,22.7,35.7,3.075,2437,-81,9,2
2106,22.7,35.1,3.075,2438,-75,9,2
2107,22.7,35.2,3.071,2439,-61,10,3
2108,22.7,34.9,3.075,2440,-62,10,2
2109,22.7,35.3,3.075,2441,-63,12,3
2110,22.7,35.4,3.075,2442,-78,9,1
2111,22.7,34.6,3.075,2443,-62,9,2
2112,22.7,34.3,3.075,2444,-66,9,2
2113,22.7,34.6,3.075,2445,-83,9,2
2114,22.7,35.0,3.075,2446,-66,9,2
2115,22.7,34.8,3.075,2447,-64,9,2
2116,22.7,35.1,3.075,2448,-87,9,2
2117,22.7,35.4,3.071,2449,-79,9,1
2118,22.7,35.6,3.075,2450,-90,9,2
2119,22.7,35.4,3.071,2451,-63,9,2
2120,22.7,35.3,3.075,2452,-80,10,2
2121,22.7,35.4,3.075,2453,-86,9,1
2122,22.7,35.4,3.075,2454,-63,9,2
2123,22.7,35.2,3.075,2455,-85,9,1
2124,22.8,35.4,3.075,2456,-91,9,3
2125,22.9,36.0,3.075,2457,-66,9,3
2126,22.9,35.5,3.071,2458,-76,9,2
2127,22.8,36.0,3.075,2459,-73,9,3
2128,22.8,36.5,3.075,2460,-78,8,3
2129,22.8,36.0,3.075,2461,-72,9,2
2130,22.8,35.5,3.075,2462,-65,9,3
2131,22.8,35.4,3.075,2463,-73,9,2
2132,22.8,35.2,3.075,2464,-81,9,3
2133,22.9,35.1,3.075,2465,-67,9,3
2134,22.9,35.4,3.075,2466,-75,9,2
2135,22.9,35.4,3.075,2467,-76,9,3
2136,22.9,35.5,3.075,2468,-77,8,2
2137,22.9,35.9,3.075,2469,-74,8,3
2138,22.9,35.7,3.075,2470,-81,9,2
2139,22.9,35.7,3.075,2471,-76,9,2
2140,22.9,35.3,3.075,2472,-66,10,3
2141,22.9,35.4,3.075,2473,-76,9,2
2142,22.9,35.8,3.075,2474,-85,9,2
2143,22.9,36.1,3.075,2475,-72,9,2
2144,22.9,36.2,3.075,2476,-72,8,2
2145,22.9,36.1,3.075,2477,-78,9,3
2146,22.9,35.8,3.075,2478,-75,9,2
2147,22.9,35.8,3.071,2479,-65,9,3
2148,22.9,35.9,3.075,2480,-80,8,2
2149,22.9,35.4,3.075,2481,-74,9,2
2150,22.9,35.7,3.075,2482,-66,9,3
2151,23.0,35.9,3.071,2483,-66,9,2
2152,23.0,36.2,3.075,2484,-88,9,3
2153,22.9,36.0,3.071,2485,-79,9,3
2154,22.9,36.2,3.075,2486,-80,9,1
2155,23.0,36.5,3.071,2487,-82,10,3
2156,22.9,36.6,3.075,2488,-72,9,2
2157,23.0,36.0,3.075,2489,-82,9,3
2158,23.0,37.0,3.075,2490,-66,10,2
2159,23.0,37.1,3.075,2491,-80,8,1
2160,22.9,36.9,3.071,2492,-76,9,2
2161,22.9,37.1,3.071,2493,-73,9,2
2162,22.9,37.2,3.075,2494,-67,9,3
2163,22.9,37.6,3.075,2495,-78,9,2
2164,22.9,37.5,3.075,2496,-72,9,1
2165,22.9,37.6,3.075,2497,-80,8,2
2166,22.9,37.3,3.075,2498,-80,8,1
2167,22.9,37.9,3.075,2499,-75,9,3
2168,22.9,37.8,3.075,2500,-75,9,2
2169,22.9,37.8,3.075,2501,-78,10,1
2170,22.9,38.1,3.075,2502,-76,9,2
2171,22.8,38.2,3.075,2504,-68,9,3
2172,22.8,37.9,3.071,2505,-67,9,3
2173,22.8,36.6,3.075,2506,-71,9,2
2174,22.8,38.0,3.075,2507,-64,9,3
2175,22.8,37.4,3.071,2508,-81,9,2
2176,22.8,37.1,3.075,2509,-84,9,3
2177,22.8,36.9,3.075,2510,-63,9,3
2178,22.8,37.2,3.075,2511,-82,9,2
2179,22.8,37.5,3.075,2512,-80,9,3
2180,22.8,37.5,3.071,2513,-63,9,3
2181,22.7,37.9,3.075,2514,-62,12,3
2182,22.7,37.2,3.071,2515,-83,9,2
2183,22.7,37.2,3.075,2516,-64,9,3
2184,22.7,37.7,3.075,2517,-81,9,3
2185,22.7,37.4,3.075,2518,-65,10,2
2186,22.7,37.9,3.075,2519,-62,9,3
2187,22.7,37.8,3.075,2520,-79,9,2
2188,22.7,37.2,3.075,2521,-83,9,2
2189,22.7,37.6,3.071,2522,-64,9,2
2190,22.7,37.3,3.075,2523,-79,9,2
2191,22.7,37.6,3.075,2524,-80,9,2
2192,22.7,38.0,3.075,2525,-62,10,2
2193,22.7,37.8,3.075,2526,-66,10,2
2194,22.7,38.1,3.075,2527,-86,9,2
2195,22.7,38.4,3.075,2528,-87,9,2
2196,22.7,38.4,3.075,2529,-79,10,2
2197,22.7,38.5,3.075,2530,-80,9,2
2198,22.7,38.6,3.075,2531,-66,9,2
2199,22.7,38.6,3.075,2532,-86,10,2
2200,22.7,38.8,3.075,2533,-62,9,3
2201,22.7,39.0,3.075,2534,-82,9,2
2202,22.7,38.9,3.075,2535,-64,9,3
2203,22.7,39.1,3.075,2536,-62,9,3
2204,22.7,39.1,3.075,2537,-83,8,3
2205,22.7,39.0,3.075,2538,-63,9,3
2206,22.7,39.0,3.075,2539,-87,8,2
2207,22.7,39.0,3.075,2540,-63,10,3
2208,22.7,38.9,3.075,2541,-62,12,3
2209,22.7,39.1,3.075,2542,-87,9,3
2210,22.7,38.9,3.075,2543,-62,10,3
2211,22.8,38.8,3.075,2544,-83,8,2
2212,22.8,38.6,3.075,2545,-63,9,3
2213,22.9,38.5,3.075,2546,-64,9,2
2214,22.9,38.5,3.075,2547,-62,9,3
2215,22.9,38.5,3.075,2548,-62,10,3
2216,22.9,38.5,3.075,2549,-85,9,2
2217,23.0,38.6,3.071,2550,-63,9,3
2218,23.0,38.9,3.075,2551,-80,9,2
2219,23.0,38.9,3.075,2552,-81,8,3
2220,23.0,39.0,3.075,2553,-63,6,3
2221,23.0,39.2,3.075,2554,-79,9,2
2222,23.0,39.1,3.071,2555,-65,10,2
2223,23.0,39.1,3.075,2556,-85,9,2
2224,23.0,39.2,3.075,2557,-63,10,3
2225,23.1,39.3,3.075,2558,-63,9,3
2226,23.1,39.4,3.075,2559,-64,9,2
2227,23.1,39.4,3.075,2560,-65,9,3
2228,23.1,39.5,3.075,2561,-83,9,2
2229,23.1,39.6,3.075,2562,-65,9,2
2230,23.1,39.6,3.075,2563,-65,9,2
2231,23.1,39.7,3.075,2564,-81,9,1
2232,23.1,39.7,3.075,2565,-85,9,3
2233,23.1,39.7,3.075,2566,-80,9,2
2234,23.1,39.8,3.075,2567,-63,10,3
2235,23.1,39.8,3.075,2568,-65,9,2
2236,23.1,39.9,3.075,2569,-86,10,1
2237,23.2,39.9,3.071,2570,-66,9,3
2238,23.2,39.9,3.071,2571,-81,9,2
2239,23.2,40.0,3.071,2572,-65,10,3
2240,23.2,40.0,3.075,2573,-65,9,2
2241,23.2,39.9,3.075,2575,-66,9,3
2242,23.2,40.0,3.075,2576,-78,9,1
2243,23.2,40.1,3.075,2578,-78,10,3
2244,23.2,40.1,3.075,2579,-67,9,1
2245,23.2,40.2,3.075,2580,-62,10,3
2246,23.2,40.2,3.075,2581,-78,9,1
2247,23.2,40.3,3.075,2582,-66,9,2
2248,23.2,40.2,3.075,2583,-66,9,2
2249,23.2,40.3,3.075,2584,-82,9,1
2250,23.2,40.4,3.075,2585,-66,10,3
2251,23.3,40.3,3.075,2586,-80,9,1
2252,23.3,40.3,3.075,2587,-65,9,1
2253,23.3,40.3,3.071,2588,-80,9,1
2254,23.3,40.3,3.075,2589,-82,9,2
2255,23.3,40.3,3.075,2590,-86,9,3
2256,23.3,40.3,3.075,2591,-63,10,1
2257,23.3,40.3,3.071,2592,-63,9,2
2258,23.3,40.4,3.071,2593,-62,10,2
2259,23.3,40.4,3.075,2594,-77,8,2
2260,23.3,40.4,3.075,2595,-83,9,3
2261,23.3,40.4,3.075,2596,-80,9,1
2262,23.3,40.5,3.075,2597,-81,9,2
2263,23.3,40.5,3.075,2598,-80,7,2
2264,23.3,40.5,3.075,2599,-84,8,2
2265,23.3,40.5,3.075,2600,-66,9,3
2266,23.3,40.6,3.075,2601,-80,9,2
2267,23.3,40.5,3.075,2602,-79,9,2
2268,23.3,40.5,3.075,2603,-78,7,2
2269,23.3,40.5,3.071,2604,-61,9,2
2270,23.3,40.6,3.071,2605,-81,9,2
2271,23.4,40.6,3.075,2606,-85,9,2
2272,23.3,40.5,3.075,2607,-62,9,2
2273,23.3,40.6,3.075,2608,-78,9,2
2274,23.3,40.6,3.075,2609,-79,9,2
2275,23.4,40.6,3.075,2610,-66,9,3
2276,23.4,40.6,3.075,2611,-66,9,3
2277,23.3,40.6,3.075,2612,-62,9,3
2278,23.3,40.6,3.075,2613,-62,9,3
2279,23.4,40.6,3.075,2614,-63,9,3
2280,23.4,40.6,3.075,2615,-62,10,3
2281,23.4,40.6,3.071,2616,-86,9,3
2282,23.4,40.6,3.075,2617,-61,10,3
2283,23.4,40.7,3.075,2618,-62,9,3
2284,23.4,40.7,3.075,2619,-61,9,3
2285,23.4,40.8,3.075,2620,-78,9,2
2286,23.4,40.8,3.075,2621,-67,9,3
2287,23.4,40.8,3.075,2622,-62,9,2
2288,23.4,40.9,3.075,2623,-66,9,3
2289,23.4,40.9,3.075,2624,-61,9,3
2290,23.4,40.9,3.075,2625,-82,9,2
2291,23.4,40.9,3.075,2626,-67,10,3
2292,23.4,40.9,3.075,2627,-61,9,1
2293,23.4,40.9,3.075,2628,-80,9,3
2294,23.4,41.0,3.075,2629,-66,10,3
2295,23.4,40.9,3.075,2630,-81,9,2
2296,23.4,41.0,3.075,2631,-67,9,2
2297,23.4,41.0,3.071,2632,-82,9,3
2298,23.4,41.0,3.075,2633,-63,9,2
2299,23.4,41.1,3.075,2634,-62,9,3
2300,23.4,41.1,3.075,2635,-66,9,2
2301,23.4,41.1,3.071,2636,-68,9,3
2302,23.5,41.1,3.075,2637,-85,9,2
2303,23.4,41.0,3.075,2638,-66,9,3
2304,23.4,41.0,3.075,2639,-62,10,2
2305,23.4,41.1,3.075,2640,-66,9,2
2306,23.4,41.1,3.075,2641,-66,9,3
2307,23.4,41.1,3.075,2642,-85,8,1
2308,23.5,41.1,3.075,2643,-61,10,3
2309,23.4,41.1,3.075,2644,-62,10,2
2310,23.4,41.1,3.075,2645,-66,9,2
2311,23.4,41.1,3.075,2646,-66,9,3
2312,23.4,41.1,3.075,2647,-87,9,1
2313,23.5,41.1,3.075,2648,-61,9,3
2314,23.4,41.2,3.075,2649,-79,9,2
2315,23.4,41.1,3.075,2650,-65,10,2
2316,23.5,41.1,3.075,2651,-62,9,3
2317,23.5,41.3,3.075,2652,-81,8,1
2318,23.5,41.1,3.075,2653,-79,9,3
2319,23.5,41.3,3.075,2654,-77,9,1
2320,23.5,41.3,3.075,2655,-65,9,2
2321,23.5,41.4,3.071,2656,-63,9,3
2322,23.5,41.5,3.075,2657,-79,9,1
2323,23.5,41.6,3.075,2658,-63,10,3
2324,23.5,41.6,3.075,2659,-74,9,1
2325,23.5,41.8,3.075,2661,-63,9,3
2326,23.5,41.8,3.075,2662,-73,9,1
2327,23.4,41.8,3.075,2663,-84,9,3
2328,23.5,41.9,3.075,2664,-76,9,1
2329,23.5,41.8,3.075,2665,-75,10,1
2330,23.5,41.9,3.075,2666,-80,9,2
2331,23.5,41.8,3.075,2667,-83,8,1
2332,23.4,41.7,3.075,2668,-76,9,1
2333,23.4,41.6,3.075,2669,-79,9,1
2334,23.4,41.6,3.071,2670,-82,9,1
2335,23.4,41.6,3.075,2671,-82,9,1
2336,23.4,41.6,3.071,2672,-64,9,1
2337,23.4,41.6,3.075,2673,-81,9,2
2338,23.4,41.7,3.075,2674,-77,8,1
2339,23.4,41.7,3.071,2675,-75,9,2
2340,23.4,41.7,3.075,2676,-63,12,2
2341,23.4,41.7,3.075,2677,-75,9,2
2342,23.4,41.7,3.075,2678,-81,9,3
2343,23.4,41.7,3.071,2679,-74,9,2
2344,23.4,41.7,3.075,2680,-84,7,2
2345,23.4,41.7,3.075,2681,-79,9,2
2346,23.4,41.7,3.071,2682,-63,9,2
2347,23.4,41.7,3.075,2683,-63,9,2
2348,23.4,41.8,3.075,2684,-77,9,2
2349,23.4,41.9,3.075,2685,-78,10,2
2350,23.4,41.9,3.075,2686,-63,9,2
2351,23.4,41.9,3.075,2687,-63,9,2
2352,23.4,41.9,3.075,2688,-67,10,3
2353,23.4,41.9,3.075,2689,-73,9,2
2354,23.4,41.9,3.075,2690,-64,9,3
2355,23.4,41.9,3.075,2691,-64,10,3
2356,23.4,41.8,3.075,2692,-64,9,3
2357,23.4,41.8,3.075,2693,-74,8,3
2358,23.4,41.8,3.075,2694,-74,9,3
2359,23.4,41.8,3.075,2695,-63,10,3
2360,23.4,41.9,3.075,2696,-67,9,2
2361,23.4,42.1,3.075,2697,-63,9,3
2362,23.4,42.1,3.075,2698,-64,9,3
2363,23.4,42.1,3.071,2699,-66,10,3
2364,23.4,42.1,3.075,2700,-63,10,3
2365,23.4,42.1,3.075,2701,-66,10,3
2366,23.4,42.1,3.075,2702,-63,10,3
2367,23.4,42.2,3.075,2703,-63,10,2
2368,23.4,42.2,3.075,2704,-67,9,3
2369,23.4,42.1,3.075,2705,-63,10,3
2370,23.4,42.2,3.075,2706,-67,9,3
2371,23.4,42.2,3.071,2707,-62,10,3
2372,23.4,42.2,3.075,2709,-65,9,3
2373,23.4,42.2,3.071,2710,-63,9,2
2374,23.4,42.2,3.071,2711,-66,9,3
2375,23.4,42.2,3.075,2712,-65,10,3
2376,23.4,42.2,3.075,2713,-65,9,2
2377,23.4,42.2,3.075,2714,-66,9,3
2378,23.4,42.2,3.075,2715,-64,9,3
2379,23.4,42.2,3.075,2716,-65,9,3
2380,23.4,42.2,3.071,2717,-74,9,2
2381,23.4,42.2,3.071,2718,-74,9,2
2382,23.4,42.2,3.075,2719,-66,9,3
2383,23.4,42.3,3.075,2720,-63,9,2
2384,23.4,42.3,3.075,2721,-63,9,2
2385,23.4,42.3,3.075,2722,-66,9,2
2386,23.4,42.3,3.075,2723,-66,9,2
2387,23.4,42.3,3.075,2724,-67,10,3
2388,23.4,42.3,3.071,2726,-67,10,2
2389,23.4,42.3,3.071,2727,-63,10,3
2390,23.4,42.4,3.075,2728,-66,9,2
2391,23.4,42.4,3.075,2729,-66,9,3
2392,23.4,42.4,3.075,2730,-74,9,1
2393,23.4,42.4,3.071,2731,-66,9,2
2394,23.4,42.5,3.071,2732,-64,10,3
2395,23.4,42.5,3.075,2733,-76,9,2
2396,23.4,42.5,3.071,2734,-73,8,3
2397,23.4,42.5,3.075,2735,-82,8,1
2398,23.4,42.5,3.071,2736,-66,9,2
2399,23.4,42.3,3.075,2738,-67,9,1
2400,23.4,42.4,3.075,2739,-63,10,3
2401,23.4,42.4,3.075,2740,-76,9,1
2402,23.4,42.4,3.075,2741,-66,10,2
2403,23.4,42.4,3.071,2742,-75,9,1
2404,23.4,42.2,3.075,2743,-77,9,1
2405,23.4,42.1,3.075,2744,-63,10,3
2406,23.4,42.1,3.075,2745,-81,9,1
2407,23.4,42.2,3.075,2746,-67,9,2
2408,23.4,42.3,3.071,2747,-77,8,1
2409,23.4,42.5,3.075,2748,-80,9,1
2410,23.4,42.5,3.075,2749,-63,10,2
2411,23.4,42.4,3.075,2750,-66,10,1
2412,23.4,42.5,3.071,2751,-66,10,2
2413,23.4,42.5,3.071,2752,-75,9,1
2414,23.4,42.4,3.075,2753,-82,8,1
2415,23.4,42.4,3.075,2754,-82,9,1
2416,23.4,42.2,3.075,2755,-83,8,1
2417,23.4,42.3,3.071,2756,-67,9,1
2418,23.4,42.2,3.075,2757,-74,9,1
2419,23.4,42.2,3.075,2758,-73,9,1
2420,23.4,42.2,3.075,2759,-74,9,2
2421,23.4,42.3,3.075,2760,-81,9,1
2422,23.4,42.3,3.075,2761,-74,9,2
2423,23.4,42.4,3.075,2762,-83,9,2
2424,23.4,42.2,3.075,2763,-75,9,2
2425,23.4,42.2,3.075,2764,-63,9,2
2426,23.4,42.3,3.075,2765,-82,9,2
2427,23.4,42.3,3.075,2766,-67,9,3
2428,23.4,42.4,3.075,2767,-78,9,3
2429,23.4,42.3,3.071,2768,-63,10,3
2430,23.4,42.2,3.075,2769,-63,9,3
2431,23.4,42.3,3.075,2770,-66,9,3
2432,23.4,42.4,3.075,2771,-63,10,3
2433,23.4,42.4,3.075,2772,-65,9,3
2434,23.4,42.4,3.075,2773,-63,10,2
2435,23.4,42.5,3.075,2774,-63,10,3
2436,23.4,42.4,3.075,2775,-63,10,3
2437,23.4,42.5,3.075,2776,-63,9,3
2438,23.4,42.4,3.075,2777,-65,9,3
2439,23.4,42.4,3.075,2778,-63,10,3
2440,23.4,42.5,3.075,2779,-64,9,3
2441,23.4,42.4,3.071,2780,-63,9,3
2442,23.4,42.4,3.075,2781,-63,9,3
2443,23.4,42.5,3.075,2782,-65,10,3
2444,23.4,42.6,3.075,2783,-65,9,3
2445,23.4,42.6,3.071,2784,-73,9,3
2446,23.4,42.5,3.075,2785,-63,9,3
2447,23.4,42.6,3.075,2786,-62,10,3
2448,23.4,42.6,3.071,2787,-65,10,3
2449,23.4,42.6,3.075,2788,-63,9,3
2450,23.4,42.5,3.075,2789,-82,9,3
2451,23.4,42.6,3.075,2790,-64,10,3
2452,23.4,42.6,3.071,2791,-63,10,3
2453,23.4,42.6,3.075,2792,-66,10,3
2454,23.4,42.5,3.075,2793,-62,9,3
2455,23.4,42.5,3.075,2794,-66,7,3
2456,23.4,42.5,3.075,2795,-66,10,3
2457,23.5,42.5,3.071,2796,-65,9,2
2458,23.4,42.5,3.075,2797,-66,9,3
2459,23.4,42.5,3.075,2798,-62,10,2
2460,23.4,42.5,3.075,2799,-76,10,3
2461,23.5,42.5,3.075,2800,-63,9,3
2462,23.4,42.6,3.075,2801,-78,9,1
2463,23.4,42.6,3.075,2802,-67,9,3
2464,23.4,42.6,3.075,2803,-63,9,3
2465,23.5,42.6,3.071,2804,-62,10,3
2466,23.5,42.6,3.075,2805,-62,10,3
2467,23.5,42.7,3.075,2806,-73,9,1
2468,23.5,42.7,3.075,2807,-78,9,3
2469,23.5,42.8,3.075,2808,-64,10,2
2470,23.5,42.8,3.075,2809,-66,9,1
2471,23.5,42.8,3.075,2810,-65,9,3
2472,23.5,42.9,3.075,2811,-75,9,1
2473,23.5,42.8,3.071,2812,-63,10,3
2474,23.5,42.8,3.071,2813,-74,9,1
2475,23.5,42.7,3.075,2814,-76,9,2
2476,23.5,42.7,3.075,2815,-64,9,2
2477,23.5,42.8,3.075,2816,-73,9,2
2478,23.5,42.7,3.075,2817,-74,9,3
2479,23.5,42.8,3.075,2818,-81,8,1
2480,23.5,42.9,3.075,2819,-76,9,2
2481,23.5,42.9,3.075,2820,-64,9,2
2482,23.5,42.9,3.071,2821,-75,9,1
2483,23.5,42.8,3.071,2822,-81,9,3
2484,23.5,42.2,3.075,2823,-80,9,1
2485,23.5,42.1,3.075,2824,-68,10,2
2486,23.5,41.5,3.075,2825,-70,9,1
2487,23.4,41.1,3.075,2827,-72,9,2
2488,23.4,40.4,3.075,2828,-73,9,1
2489,23.4,39.8,3.075,2829,-76,9,2
2490,23.4,39.7,3.075,2830,-75,9,1
2491,23.3,39.2,3.075,2831,-77,9,1
2492,23.3,38.8,3.071,2832,-71,10,2
2493,23.2,38.7,3.075,2833,-75,9,1
2494,23.2,39.2,3.075,2834,-66,9,2
2495,23.2,39.3,3.071,2835,-71,9,1
2496,23.3,39.7,3.071,2836,-76,9,1
2497,23.2,39.3,3.075,2837,-73,9,2
2498,23.2,39.1,3.075,2838,-71,10,1
2499,23.2,39.1,3.071,2839,-75,9,1
2500,23.1,39.1,3.075,2840,-71,11,1
2501,23.1,39.1,3.075,2841,-76,9,1
2502,23.1,38.9,3.075,2842,-72,9,1
2503,23.1,39.0,3.075,2843,-69,9,2
2504,23.1,38.8,3.075,2844,-68,10,2
2505,23.1,38.8,3.071,2845,-71,9,2
2506,23.1,38.8,3.075,2846,-71,9,3
2507,23.1,38.6,3.075,2847,-77,9,3
2508,23.1,38.9,3.075,2848,-69,9,3
2509,23.1,38.7,3.075,2849,-69,10,3
2510,23.1,38.8,3.075,2850,-70,9,3
2511,23.1,38.7,3.075,2851,-73,9,3
2512,23.0,38.4,3.075,2852,-72,10,3
2513,23.0,38.4,3.075,2853,-72,9,3
2514,22.9,38.7,3.075,2854,-68,9,2
2515,22.9,38.8,3.075,2855,-71,9,3
2516,23.0,38.8,3.075,2856,-69,9,3
2517,23.0,38.9,3.075,2857,-73,9,3
2518,23.0,39.5,3.075,2858,-69,10,3
2519,23.0,39.9,3.075,2859,-69,9,3
2520,23.0,39.6,3.075,2860,-69,10,3
2521,22.9,39.0,3.075,2861,-76,9,3
2522,22.9,39.4,3.075,2862,-69,10,3
2523,22.9,39.4,3.071,2863,-67,9,3
2524,22.9,39.9,3.075,2864,-67,9,3
2525,23.0,40.1,3.075,2865,-66,9,3
2526,23.0,40.4,3.075,2866,-67,10,3
2527,23.1,40.3,3.075,2867,-77,8,3
2528,23.1,40.3,3.071,2868,-77,9,3
2529,23.1,40.3,3.075,2869,-77,10,2
2530,23.2,40.3,3.075,2870,-66,10,3
2531,23.2,40.5,3.075,2871,-66,10,2
2532,23.2,40.4,3.075,2872,-66,9,3
2533,23.2,40.4,3.075,2873,-66,10,2
2534,23.2,40.5,3.075,2874,-74,9,2
2535,23.2,40.5,3.075,2875,-67,10,3
2536,23.2,40.6,3.071,2876,-72,8,3
2537,23.2,40.6,3.075,2877,-66,9,2
2538,23.2,40.5,3.075,2878,-66,9,3
2539,23.2,40.6,3.075,2879,-72,8,2
2540,23.2,40.6,3.075,2880,-75,10,3
2541,23.2,40.5,3.075,2881,-74,9,2
2542,23.3,40.6,3.071,2882,-65,9,2
2543,23.2,40.5,3.075,2883,-66,9,3
2544,23.3,40.5,3.075,2884,-75,9,2
2545,23.3,40.6,3.075,2885,-76,9,3
2546,23.3,40.5,3.075,2886,-79,8,2
2547,23.3,40.6,3.075,2887,-67,9,2
2548,23.3,40.6,3.075,2888,-66,9,3
2549,23.3,40.7,3.075,2889,-73,8,1
2550,23.3,40.7,3.075,2890,-74,9,3
2551,23.3,40.8,3.071,2891,-76,9,2
2552,23.3,40.8,3.075,2892,-66,9,2
2553,23.3,40.8,3.075,2893,-76,9,1
2554,23.3,40.7,3.075,2894,-80,9,1
2555,23.4,40.9,3.071,2895,-65,9,3
2556,23.3,40.9,3.075,2896,-64,9,2
2557,23.3,41.0,3.075,2897,-65,10,2
2558,23.4,41.0,3.071,2898,-64,9,2
2559,23.4,41.0,3.075,2899,-76,9,1
2560,23.4,41.0,3.075,2900,-67,9,3
2561,23.4,41.1,3.075,2901,-83,10,1
2562,23.4,41.1,3.075,2902,-68,9,2
2563,23.4,41.1,3.075,2903,-81,9,2
2564,23.4,41.2,3.075,2904,-83,9,1
2565,23.4,41.2,3.075,2905,-63,9,2
2566,23.4,41.2,3.071,2906,-83,9,1
2567,23.4,41.2,3.075,2907,-66,9,1
2568,23.4,41.3,3.071,2908,-63,10,2
2569,23.4,41.3,3.075,2909,-64,10,1
2570,23.4,41.3,3.075,2910,-84,9,2
2571,23.4,41.3,3.075,2911,-78,9,1
2572,23.4,41.3,3.071,2912,-68,9,2
2573,23.4,41.2,3.075,2913,-75,9,2
2574,23.3,41.2,3.075,2914,-75,9,1
2575,23.4,41.0,3.071,2915,-75,9,2
2576,23.4,41.1,3.075,2916,-77,9,1
2577,23.4,41.2,3.075,2917,-67,10,2
2578,23.4,41.3,3.075,2918,-82,8,2
2579,23.4,41.4,3.075,2919,-83,9,1
2580,23.4,41.5,3.071,2920,-83,9,2
2581,23.4,41.7,3.075,2921,-75,9,2
2582,23.4,41.7,3.075,2922,-75,9,2
2583,23.4,41.6,3.071,2923,-77,9,2
2584,23.4,41.6,3.075,2924,-83,9,2
2585,23.4,41.3,3.071,2925,-79,9,3
2586,23.4,41.0,3.075,2926,-81,8,2
2587,23.4,40.8,3.071,2927,-65,9,3
2588,23.4,40.8,3.075,2928,-82,8,2
2589,23.4,40.7,3.071,2929,-83,9,2
2590,23.4,40.7,3.075,2930,-81,9,2
2591,23.4,40.6,3.075,2931,-69,10,2
2592,23.4,40.6,3.075,2932,-71,10,3
2593,23.4,40.5,3.075,2933,-83,9,3
2594,23.4,40.5,3.075,2934,-64,11,3
2595,23.4,40.6,3.075,2935,-64,9,3
2596,23.4,40.5,3.075,2936,-65,9,3
